Title,Subtitle,Year,Mileage,Fuel Type,Price,Monthly Price,Details Link,Location
BMW 2 Serie,Active Tourer 225e xDrive | M-Sportpakket / Premium Pack / Travel Pack / 18'',2024,22.715 km,Hybride benzine,"44.900,-","611,-",https://www.ekris.nl/bmw/p/39039076/bmw-2-serie-active-tourer-225e-xdrive-39039076,Ekris Flevoland
BMW iX3,"High Executive 80 kWh | M Sport | Trekhaak | Panoramisch dak | 20"" | Head-Up | Harman Kardon |",2022,102.906 km,Elektrisch,"44.900,-","611,-",https://www.ekris.nl/bmw/p/44847977/bmw-ix3-high-executive-80-kwh-44847977,Ekris Groningen
BMW 2 Serie,Active Tourer 220i / Glazen Panoramadak / Driving Assistant / Active Cruise Control / Sportstoelen voor /Trekhaak / 18 inch LMV | Easter,2024,19.083 km,Benzine,"44.900,-","611,-",https://www.ekris.nl/bmw/p/39461639/bmw-2-serie-active-tourer-220i-39461639,Ekris Zeist
BMW 1 Serie,120 M Sportpakket Pro | Premium Pack | Comfort Access | Panoramadak | Driving Assistant Plus | DAB | Harman Kardon | 19'',2025,18.285 km,Benzine,"44.900,-","591,-",https://www.ekris.nl/bmw/p/43857175/bmw-1-serie-120-43857175,Ekris Utrecht
BMW 2 Serie,Gran Coupé 220 M Sport / Premium Pack,2025,13.898 km,Benzine,"44.900,-","591,-",https://www.ekris.nl/bmw/p/43834935/bmw-2-serie-gran-coupe-220-43834935,Ekris Veenendaal
BMW iX1,"xDrive30 X Line Premium Pack | Driving Assistant Plus | 19"" LMV | Stuurwielverwarming",2024,13.494 km,Elektrisch,"44.900,-","530,-",https://www.ekris.nl/bmw/p/39055570/bmw-ix1-xdrive30-39055570,Ekris Zeist
BMW iX1,eDrive20 | M-Sportpakket | LED | Navigatie | Schuifdak | Elektr. zetels | DAB | Harman-kardon sound | Alu 19 inch,2024,15.000 km,Elektrisch,"44.900,-","530,-",https://www.ekris.nl/bmw/p/47097321/bmw-ix1-edrive20-47097321,Ekris Heerenveen
BMW 4 Serie,Gran Coupé 420i High Executive | M Sport Plus Pack | Audio Media Pack | Stuurwielrand Verwarmd | Comfort Access | Achteruitrijcamera | Schuifdak | Laserlight | Head-Up Display | 19'',2022,31.326 km,Benzine,"44.900,-","611,-",https://www.ekris.nl/bmw/p/47118859/bmw-4-serie-gran-coupe-420i-47118859,Ekris Utrecht
BMW X3,xDrive30e Trekhaak met elektrisch wegklapbare kogel | Parking Assistant Plus | Extra getint glas | 19 inch LM Y-spaak (Styling 693) in Ferric Grau,2022,73.600 km,Hybride benzine,"44.900,-","611,-",https://www.ekris.nl/bmw/p/46201167/bmw-x3-xdrive30e-46201167,Ekris Zeist
BMW 5 Serie,Touring 530i M Sportpakket | Stuurwielrand Verwarmd | Comfort Access | Panoramadak | Driving Assistant Professional | Head-Up Display | HiFi | 18'',2020,100.531 km,Benzine,"44.950,-","612,-",https://www.ekris.nl/bmw/p/46200226/bmw-5-serie-touring-530i-46200226,Ekris Utrecht
BMW 1 Serie,120 5-deurs | M Sportpakket Pro | Premium Pack,2025,12.534 km,Benzine,"44.950,-","592,-",https://www.ekris.nl/bmw/p/43737071/bmw-1-serie-120-5-deurs-43737071,Ekris Assen
BMW 1 Serie,120 M Sportpakket | Premium Pack | Stuurwielrand Verwarmd | Comfort Access | Panoramadak | Driving Assistant | Parking Assistant | Harman Kardon | 18'',2025,7.854 km,Benzine,"44.950,-","592,-",https://www.ekris.nl/bmw/p/44036628/bmw-1-serie-120-44036628,Ekris Utrecht
BMW X1,sDrive18i M Sportpakket 19'' / Panoramadak / Trekhaak / Driving Assistant Professional / Head-Up Display,2022,46.114 km,Benzine,"45.750,-","623,-",https://www.ekris.nl/bmw/p/46851900/bmw-x1-sdrive18i-46851900,Ekris Veenendaal
BMW 1 Serie,120 | M Sportpakket | Premium Pack | Comfort Access | Stoelverwarming | Driving Assistant Plus | 18'',2025,9.655 km,Benzine,"45.895,-","604,-",https://www.ekris.nl/bmw/p/44785254/bmw-1-serie-120-44785254,Ekris Arnhem
BMW 3 Serie,Touring 320e | M-Sportpakket | HIFI | Panoramadak | 18inch,2024,26.148 km,Hybride benzine,"45.900,-","625,-",https://www.ekris.nl/bmw/p/43321548/bmw-3-serie-touring-320e-43321548,Ekris Groningen
BMW iX1,eDrive20 | M-Sportpakket | LED | Navigatie | Stoelverwarming | Sportstoelen | Keyles go | DAB | Alu 18 inch,2025,7.400 km,Elektrisch,"45.900,-","519,-",https://www.ekris.nl/bmw/p/46064860/bmw-ix1-edrive20-46064860,Ekris Heerenveen
BMW 2 Serie,Active Tourer 225e xDrive | M-Sportpakket | LED | HUD | Sportstoelen | Keyles go | Active cruise | DAB | Alu 17 inch,2025,32.000 km,Hybride benzine,"45.900,-","604,-",https://www.ekris.nl/bmw/p/46929778/bmw-2-serie-active-tourer-225e-xdrive-46929778,Ekris Heerenveen
BMW i4,M50 xDrive null,2022,94.181 km,Elektrisch,"45.900,-","541,-",https://www.ekris.nl/bmw/p/46804206/bmw-i4-m50-xdrive-46804206,Ekris Maastricht
BMW 2 Serie,Gran Coupé 220 M Sportpakket | Premium Pack | Achteruitrijcamera | Elektrisch Verstelbare Sportstoelen | Driving Assistant Plus | Harman Kardon | 19'',2025,13.022 km,Benzine,"45.900,-","604,-",https://www.ekris.nl/bmw/p/42813994/bmw-2-serie-gran-coupe-220-42813994,Ekris Utrecht
BMW 2 Serie,Gran Coupé 220 M Sport Design Edition | Premium Pack | Comfort Access | Driving Assistant | Parking Assistant | Harman Kardon | 19'',2025,9.312 km,Benzine,"45.900,-","604,-",https://www.ekris.nl/bmw/p/43636383/bmw-2-serie-gran-coupe-220-43636383,Ekris Utrecht
BMW 3 Serie,Touring 320e | M-Sport Pro | Elektrische Stoelen | Panoramadak | Adaptive LED,2024,36.844 km,Hybride benzine,"45.900,-","625,-",https://www.ekris.nl/bmw/p/44032376/bmw-3-serie-touring-320e-44032376,Ekris Groningen
BMW 3 Serie,Touring 318i M Sportpakket/ 19 inch LMV/ panoramadak/ Sportstoelen/ Cruise Control/ HiFi/ Getint Glas/ Ambiance verlichting,2024,27.159 km,Benzine,"45.900,-","625,-",https://www.ekris.nl/bmw/p/46102074/bmw-3-serie-touring-318i-46102074,Ekris Flevoland
BMW iX1,xDrive30 | X-Line | Panodak | Trekhaak | Harman Kardon | Head-Up | Parking Assistant Plus | Comfort Access | Elektr. Voorstoel | Stuurwielverwarming | 20'' LMV,2023,38.110 km,Elektrisch,"45.900,-","541,-",https://www.ekris.nl/bmw/p/47093379/bmw-ix1-xdrive30-47093379,Ekris Nijkerk
BMW iX1,eDrive20 67 kWh | M-Sportpakket | Travel-Pack | Trekhaak,2024,21.144 km,Elektrisch,"45.950,-","626,-",https://www.ekris.nl/bmw/p/43291807/bmw-ix1-edrive20-67-kwh-43291807,Ekris Groningen
BMW 3 Serie,Touring 318i M Sportpakket / Glazen panoramadak / Sportstoelen voor / Parking Assistant / M Sportonderstel,2024,23.499 km,Benzine,"45.950,-","626,-",https://www.ekris.nl/bmw/p/39420358/bmw-3-serie-touring-318i-39420358,Ekris Arnhem
BMW 5 Serie,Sedan 530i M Sportpakket Schuif-/kanteldak / Head-Up Display / HiFi System,2022,46.484 km,Benzine,"45.950,-","626,-",https://www.ekris.nl/bmw/p/45602383/bmw-5-serie-sedan-530i-45602383,Ekris Veenendaal
BMW 2 Serie,Gran Coupé 220 M Sport Design Edition M Sportpakket/ Comfort Access/ Panoramadak/ Harman-Kardon/ Premium Pack/ Stoelverwarming,2025,12.500 km,Benzine,"45.950,-","605,-",https://www.ekris.nl/bmw/p/43833257/bmw-2-serie-gran-coupe-220-m-sport-design-edition-43833257,Ekris Flevoland
BMW 2 Serie,Gran Coupé 218i | M Sport Pro Pack | Premium Pack | Travel Pack,2025,0 km,Benzine,"45.950,-","605,-",https://www.ekris.nl/bmw/p/45443981/bmw-2-serie-gran-coupe-218i-45443981,Ekris Heerlen
BMW 1 Serie,120 | M Sport Design | Achteruitrijcamera | Stoelverwarming | Isofix,2025,5 km,Benzine,"46.116,-","607,-",https://www.ekris.nl/bmw/p/45141383/bmw-1-serie-120-45141383,Ekris Arnhem
BMW iX1,"eDrive20 67 kWh Parking Assistant | Achteruitrijcamera | 17""",2025,2.977 km,Elektrisch,"46.536,-","526,-",https://www.ekris.nl/bmw/p/46295459/bmw-ix1-edrive20-67-kwh-46295459,Ekris Utrecht
BMW iX1,xDrive30 | M Sportpakket | Innovation Pack | Travel Pack | Comfort Pack,2024,30.497 km,Elektrisch,"46.750,-","551,-",https://www.ekris.nl/bmw/p/45140965/bmw-ix1-xdrive30-45140965,Ekris Maastricht
BMW X3,xDrive20i High Executive | M Sportpakket | Glazen panoramadak | Head-Up Display,2021,84.492 km,Benzine,"46.750,-","637,-",https://www.ekris.nl/bmw/p/47119153/bmw-x3-xdrive20i-47119153,Ekris Maastricht
BMW X3,xDrive30e High Executive Laserlight | Sportstoelen | Head Up | Panoramadak,2021,61.585 km,Hybride benzine,"46.850,-","638,-",https://www.ekris.nl/bmw/p/45103307/bmw-x3-xdrive30e-high-executive-45103307,Ekris Assen
BMW 2 Serie,"Active Tourer 225e xDrive Aut. M Sportpakket / 18"" LMV / Panoramadak / Harman Kardon / Driving Assistant Plus / Trekhaak",2024,12.618 km,Hybride benzine,"46.900,-","639,-",https://www.ekris.nl/bmw/p/39055493/bmw-2-serie-active-tourer-225e-xdrive-39055493,Ekris Zeist
BMW 5 Serie,"530i Touring High Executive | M Sportpakket | Trekhaak | Panoramadak | Comfortstoelen | 20""",2021,88.441 km,Benzine,"46.900,-","639,-",https://www.ekris.nl/bmw/p/45241145/bmw-5-serie-530i-touring-45241145,Ekris Utrecht
BMW iX3,High Executive | M-Sportpakket | LED | Leder | HUD | Schuifdak | Trekhaak | Active cruise | DAB | Harman-kardon sound | Alu 20 inch,2023,59.000 km,Elektrisch,"46.900,-","553,-",https://www.ekris.nl/bmw/p/46300023/bmw-ix3-high-executive-46300023,Ekris Heerenveen
BMW X1,sDrive18i M Sportpakket 18'' / Comfort Acces / Trekhaak / Stoelverstelling elektrisch,2023,18.801 km,Benzine,"46.900,-","639,-",https://www.ekris.nl/bmw/p/45258690/bmw-x1-sdrive18i-45258690,Ekris Veenendaal
BMW iX1,xDrive30 M Sportpakket | Innovation Pack | Travel Pack,2024,25.250 km,Elektrisch,"46.900,-","553,-",https://www.ekris.nl/bmw/p/40840557/bmw-ix1-xdrive30-40840557,Ekris Maastricht
BMW 1 Serie,5-deurs 120 | M Sportpakket Pro | Premium Pack | Panodak | Trekhaak | Harman Kardon | Verwarmbaar Stuurwiel | Comfort Acces | 19'' LMV,2025,7.154 km,Benzine,"46.900,-","617,-",https://www.ekris.nl/bmw/p/43790579/bmw-1-serie-5-deurs-120-43790579,Ekris Nijkerk
BMW 1 Serie,120 M Sport Design Edition | Head-Up | Comfort acces,2024,19.500 km,Benzine,"46.900,-","639,-",https://www.ekris.nl/bmw/p/43291823/bmw-1-serie-120-m-sport-design-edition-43291823,Ekris Groningen
BMW 3 Serie,Touring 318i | M Sportpakket Pro | Innovation Pack | Travel Pack | Panoramadak,2024,30.538 km,Benzine,"46.900,-","639,-",https://www.ekris.nl/bmw/p/45434257/bmw-3-serie-touring-318i-45434257,Ekris Heerlen
BMW iX3,80 kWh High Executive | M Sportpakket | Glazen Panoramadak | Driving Assistant Professional | Head-Up Display | Harman Kardon | 20inch LMV,2023,58.702 km,Elektrisch,"46.900,-","553,-",https://www.ekris.nl/bmw/p/41075519/bmw-ix3-80-kwh-41075519,Ekris Zeist
BMW iX,xDrive40 High Executive 77 kWh | Active Steering | Trekhaak |,2021,68.890 km,Elektrisch,"46.900,-","639,-",https://www.ekris.nl/bmw/p/46501103/bmw-ix-xdrive40-high-executive-77-kwh-46501103,Ekris Groningen
BMW 3-serie,330e M Sportpakket/ 19 inch LM/ Sportstoelen/ Cruise Control/ Stoelverwarming,2024,40.792 km,Hybride benzine,"46.900,-","639,-",https://www.ekris.nl/bmw/p/45469843/bmw-3-serie-330e-45469843,Ekris Flevoland
BMW 2 Serie,Gran Coupé 220 | M Sportpakket Pro | Panodak | Harman Kardon | Driving Assistant | Comfort Access | Achteruitrijcamera | Adaptieve LED | 18'' LMV,2025,12.042 km,Benzine,"46.900,-","617,-",https://www.ekris.nl/bmw/p/43095239/bmw-2-serie-gran-coupe-220-43095239,Ekris Nijkerk
BMW 2 Serie,Gran Coupé 220 M Sport Package Pro | Equipment Package Pro,2025,7.006 km,Benzine,"46.900,-","617,-",https://www.ekris.nl/bmw/p/43737259/bmw-2-serie-gran-coupe-220-43737259,Ekris Assen
BMW 3 Serie,Touring 320e M Sportpakket Pro | Travel Pack | Comfort Pack,2024,31.770 km,Hybride benzine,"46.950,-","639,-",https://www.ekris.nl/bmw/p/40928538/bmw-3-serie-touring-320e-40928538,Ekris Heerlen
BMW Z4,Roadster sDrive30i High Executive Comfort Access/ Stoelverwarming/ Head-Up/ HiFi/ M Sportstoelen,2021,50.038 km,Benzine,"46.950,-","639,-",https://www.ekris.nl/bmw/p/46469601/bmw-z4-roadster-sdrive30i-high-executive-46469601,Ekris Flevoland
BMW X1,xDrive23i xLine | Trekhaak / 20 Inch / Elektrische Stoelverstelling met Memory / Comfort Access,2022,33.904 km,Benzine,"47.340,-","645,-",https://www.ekris.nl/bmw/p/47014495/bmw-x1-xdrive23i-47014495,Ekris Veenendaal
BMW iX1,xDrive30 Launch Edition 67 kWh | Comfort Acces |,2024,19.777 km,Elektrisch,"47.400,-","645,-",https://www.ekris.nl/bmw/p/43291829/bmw-ix1-xdrive30-launch-edition-67-kwh-43291829,Ekris Groningen
BMW 5 Serie,Touring 530e xDrive M Sportpakket / Panorama Dak / Hifi / Trekhaak / Head-Up Display,2022,91.730 km,Hybride benzine,"47.400,-","645,-",https://www.ekris.nl/bmw/p/44128872/bmw-5-serie-touring-530e-xdrive-44128872,Ekris Veenendaal
BMW iX3,Executive 80 kWh | Shadowline |,2023,34.810 km,Elektrisch,"47.450,-","646,-",https://www.ekris.nl/bmw/p/45987629/bmw-ix3-executive-80-kwh-45987629,Ekris Groningen
BMW iX2,eDrive20 M Sportpakket Pro | Stuurwielrand verwarmd | Comfort Acces | Harman Kardon,2024,16.786 km,Elektrisch,"47.595,-","561,-",https://www.ekris.nl/bmw/p/40633071/bmw-ix2-edrive20-40633071,Ekris Arnhem
BMW 1 Serie,120 M Sportpakket 18'' / Adaptief onderstel / Parking Assistant / Verwarmde voorstoelen,2025,3.287 km,Benzine,"47.615,-","627,-",https://www.ekris.nl/bmw/p/44631526/bmw-1-serie-120-44631526,Ekris Veenendaal
BMW X4,xDrive20i High Executive | xLine | Parking Pack | Comfort Access | Adaptieve LED koplampen | Harman Kardon |,2021,40.488 km,Benzine,"47.750,-","650,-",https://www.ekris.nl/bmw/p/46195687/bmw-x4-xdrive20i-46195687,Ekris Maastricht
BMW 2 Serie,Gran Coupé 218i | M-Sportpakket | LED | HUD | Schuifdak | Active cruise | Keyles go | DAB | Hifi speakers | Alu 18 inch,2025,5.000 km,Benzine,"47.900,-","630,-",https://www.ekris.nl/bmw/p/41655892/bmw-2-serie-gran-coupe-218i-41655892,Ekris Heerenveen
BMW 1 Serie,5-deurs 120 M Sportpakket Pro | Innovation Pack | BMW Iconic Glow nierengrille,2025,6.500 km,Benzine,"47.900,-","630,-",https://www.ekris.nl/bmw/p/43932782/bmw-1-serie-5-deurs-120-43932782,Ekris Maastricht
BMW X1,xDrive25e | M Sportpakket | Panodak | Getint Glas | Sportstoelen | Verwarmbare Voorstoelen | Camera | Climate Control | 19'' LMV,2023,50.510 km,Hybride benzine,"47.900,-","652,-",https://www.ekris.nl/bmw/p/45170850/bmw-x1-xdrive25e-45170850,Ekris Nijkerk
BMW 3 Serie,Sedan 320e | M Sportpakket | Innovation Pack | Travel Pack | Schuif-/kanteldak | Verwarmd Stuurwiel | Comfort Access | Achteruitrijcamera | Trekhaak,2024,9.796 km,Hybride benzine,"47.900,-","652,-",https://www.ekris.nl/bmw/p/46955870/bmw-3-serie-sedan-320e-46955870,Ekris Arnhem
BMW i4,Gran Coupe eDrive35 | M-Sportpakket | LED | Leder | HUD | Trekhaak | Schuifdak | Active cruise | DAB | Hifi speakers | Alu 19 inch,2024,20.000 km,Elektrisch,"47.900,-","565,-",https://www.ekris.nl/bmw/p/46556212/bmw-i4-gran-coupe-edrive35-46556212,Ekris Heerenveen
BMW 3 Serie,Sedan 320e | M Sportpakket | Entertainment Pack | Parking Pack | Innovation Pack,2024,11.616 km,Hybride benzine,"47.900,-","652,-",https://www.ekris.nl/bmw/p/47014721/bmw-3-serie-sedan-320e-47014721,Ekris Maastricht
BMW 2 Serie,Gran Coupé 220 M Sportpakket Pro | Premium Pack | Stuurwielrand Verwarmd | Comfort Access | Panoramadak | Driving Assistant Plus | Harman Kardon | 19'',2025,9.989 km,Benzine,"47.900,-","630,-",https://www.ekris.nl/bmw/p/43636707/bmw-2-serie-gran-coupe-220-43636707,Ekris Utrecht
BMW 2 Serie,Gran Coupé 220 | M Sportpakket Pro | Panodak | Head-Up | Harman Kardon | Driving Assistant Plus | Elektr. Stoelen | Parking Assistant Plus | 19'' LMV,2025,16.523 km,Benzine,"47.900,-","630,-",https://www.ekris.nl/bmw/p/42814002/bmw-2-serie-gran-coupe-220-42814002,Ekris Nijkerk
BMW iX1,xDrive30 M Sportpakket Pro | Innovation Pack | Comfort Pack,2024,27.769 km,Elektrisch,"47.900,-","565,-",https://www.ekris.nl/bmw/p/39055134/bmw-ix1-xdrive30-39055134,Ekris Veenendaal
BMW X1,sDrive20i M-Sportpakket Portimao Blau / Premium Pack / Harman Kardon Audio,2024,18.674 km,Benzine,"47.900,-","652,-",https://www.ekris.nl/bmw/p/39039664/bmw-x1-sdrive20i-39039664,Ekris Maastricht
BMW 5 Serie,Touring 530e xDrive Business Edition Plus M-Sportpakket | Panoramadak | Trekhaak | comfortstoelen,2022,61.000 km,Hybride benzine,"47.900,-","652,-",https://www.ekris.nl/bmw/p/46650612/bmw-5-serie-touring-530e-xdrive-business-edition-plus-46650612,Ekris Assen
BMW 3-serie,330e M-Sportpakket / Harman Kardon / Stoelverwarming /,2024,32.292 km,Hybride benzine,"47.900,-","652,-",https://www.ekris.nl/bmw/p/45159480/bmw-3-serie-330e-45159480,Ekris Flevoland
BMW 1 Serie,5-deurs 128ti | M-Sportpakket | LED | Leder | HUD | Schuifdak | Elektr. zetels | Keyles go | DAB | Hifi speakers | Alu 19 inch,2024,27.000 km,Benzine,"47.900,-","652,-",https://www.ekris.nl/bmw/p/39952506/bmw-1-serie-5-deurs-128ti-39952506,Ekris Heerenveen
BMW i4,eDrive40 High Executive M Sport / Leer / Hifi / Active Cruise Control,2024,11.271 km,Elektrisch,"47.950,-","566,-",https://www.ekris.nl/bmw/p/43016768/bmw-i4-edrive40-43016768,Ekris Veenendaal
BMW X3,xDrive30e High Executive | Panoramadak | Head-Up |,2022,61.421 km,Hybride benzine,"47.950,-","653,-",https://www.ekris.nl/bmw/p/44198276/bmw-x3-xdrive30e-high-executive-44198276,Ekris Groningen
BMW iX,xDrive40 High Executive Sportpakket / Comfort Acces / Bowers&Wilkins / Trekhaak / CoPilot / Laserlight,2022,75.046 km,Elektrisch,"47.950,-","566,-",https://www.ekris.nl/bmw/p/42408817/bmw-ix-xdrive40-42408817,Ekris Veenendaal
BMW i4,eDrive40 | M Sportpakket | BMW Live Cockpit Professional | Voorstoelen verwarmd,2023,16.929 km,Elektrisch,"47.950,-","566,-",https://www.ekris.nl/bmw/p/43619033/bmw-i4-edrive40-43619033,Ekris Heerlen
BMW iX,xDrive40 High Executive 77 kWh | Laserlicht | Driving Assistant Professional | Sportpakket | Glazen panoramadak Sky Lounge | Harman/Kardon Surround,2022,84.367 km,Elektrisch,"47.950,-","653,-",https://www.ekris.nl/bmw/p/46058848/bmw-ix-xdrive40-high-executive-77-kwh-46058848,Ekris Assen
BMW X2,xDrive20i High Executive M-Sportpakket / Panorama Dak / Hifi / Comfort Acces,2024,18.500 km,Benzine,"47.950,-","653,-",https://www.ekris.nl/bmw/p/39055231/bmw-x2-xdrive20i-high-executive-39055231,Ekris Veenendaal
BMW 5 Serie,Sedan 545e xDrive High Executive | Luxury Line | Audio Media Pack | Parking Pack | Safety Pack | BMW Personal CoPilot Pack | Soft Close | Schuifdak | Stoelventilatie | Driving Assistant Professional | Head-Up Display | Harman Kardon | 18'',2021,83.142 km,Hybride benzine,"47.950,-","653,-",https://www.ekris.nl/bmw/p/46798480/bmw-5-serie-sedan-545e-xdrive-46798480,Ekris Utrecht
BMW 1 Serie,120 M sportpakket | Voorstoelen verwarmd | Achteruitrijcamera,2025,5 km,Benzine,"48.295,-","636,-",https://www.ekris.nl/bmw/p/46629262/bmw-1-serie-120-46629262,Ekris Heerlen
BMW iX1,IX1 xDrive30 X-Line | Stoelverwarming | 19 inch | Stuurwiel verwarming,2024,16.854 km,Elektrisch,"48.395,-","571,-",https://www.ekris.nl/bmw/p/39124475/bmw-ix1-ix1-xdrive30-39124475,Ekris Arnhem
BMW iX3,| High Executive | Parking Pack | Comfort Access | Stoelverwarming | Head-Up Display | Harman Kardon | 20'',2023,24.942 km,Elektrisch,"48.795,-","575,-",https://www.ekris.nl/bmw/p/46740677/bmw-ix3-46740677,Ekris Arnhem
BMW X3,xDrive30e | High Executive | M Sportpakket | Glazen panoramadak | Stuurverwarming | HiFi | BMW Laserlight | Easter,2022,76.392 km,Hybride benzine,"48.850,-","665,-",https://www.ekris.nl/bmw/p/42085081/bmw-x3-xdrive30e-42085081,Ekris Arnhem
BMW 2 Serie,"Active Tourer 225e xDrive | M Sport Pakket | Innovation Pack | 18"" | Head-Up Display | Verwarmd Stuurwiel | Trekhaak",2025,12.247 km,Hybride benzine,"48.895,-","644,-",https://www.ekris.nl/bmw/p/42483371/bmw-2-serie-active-tourer-225e-xdrive-42483371,Ekris Arnhem
BMW iX3,| High Executive | M Sportpakket | Driving Assistent Professional | 20 inch | Glazen panoramadak | Comfort Access | Head-Up Display | Harman Kardon | Easter,2023,23.267 km,Elektrisch,"48.895,-","577,-",https://www.ekris.nl/bmw/p/47051144/bmw-ix3-47051144,Ekris Arnhem
BMW i4,M50 High Executive 84 kWh | Trekhaak | Co Pilot Pack | Laserlights |,2022,54.274 km,Elektrisch,"48.900,-","666,-",https://www.ekris.nl/bmw/p/43855326/bmw-i4-m50-high-executive-84-kwh-43855326,Ekris Groningen
BMW X1,sDrive18i | M-Sportpakket | LED | Navigatie | Trekhaak | Sportstoelen | Stoelverwarming | DAB | Alu 18 inch,2024,9.000 km,Benzine,"48.900,-","666,-",https://www.ekris.nl/bmw/p/43386295/bmw-x1-sdrive18i-43386295,Ekris Heerenveen
BMW 2 Serie,Active Tourer 230e xDrive | Sportstoelen | Harman/Kardon | 19inch | Head Up | Innovation Pack,2024,9.735 km,Hybride benzine,"48.900,-","666,-",https://www.ekris.nl/bmw/p/43425938/bmw-2-serie-active-tourer-230e-xdrive-43425938,Ekris Assen
BMW 3 Serie,"Sedan 330e M Sportpakket | Trekhaak | Widescreen Display | Adaptief M-onderstel | 18""",2024,26.867 km,Hybride benzine,"48.900,-","666,-",https://www.ekris.nl/bmw/p/45385063/bmw-3-serie-sedan-330e-45385063,Ekris Utrecht
BMW 3 Serie,"Sedan 330e M Sportpakket | Trekhaak | HIFI | Widescreen Display | 18""",2024,36.437 km,Hybride benzine,"48.900,-","666,-",https://www.ekris.nl/bmw/p/45384955/bmw-3-serie-sedan-330e-45384955,Ekris Utrecht
BMW 2 Serie,Gran Coupé 220 M Sportpakket Pro | Premium Pack | Driving Assistant Plus,2025,5.500 km,Benzine,"48.900,-","644,-",https://www.ekris.nl/bmw/p/45747769/bmw-2-serie-gran-coupe-220-45747769,Ekris Maastricht
