Vehicle Name,Vehicle Subtitle,Vehicle Price,Vehicle Tags,Business Finance,Location
BMW 2 Serie Gran Coupé,218i Model M Sport,€ 26.895 v.a. € 276 p/m,2020 95.365 km Automaat Benzine,v.a. € 276 p/m,Van Poelgeest Gouda
BMW 3 Serie Touring,330e Comfort Pack M Sportpakket,€ 71.323 v.a. € 732 p/m,2025 6.000 km Automaat Hybride,v.a. € 732 p/m,Van Poelgeest Alphen aan den Rijn
BMW X1,xDrive25e,€ 59.900 v.a. € 615 p/m,2025 2.500 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Heemstede
BMW X5,xDrive45e High Executive,€ 67.900 v.a. € 698 p/m,2021 77.369 km Automaat Hybride,v.a. € 698 p/m,Van Poelgeest Naarden - PS Center
BMW iX1,eDrive20 M-Sport Premium,€ 46.900 v.a. € 414 p/m,2025 4.181 km Automaat Elektrisch,v.a. € 414 p/m,Van Poelgeest Heemstede
BMW 5 Serie Sedan,545e xDrive Business Edition Plus,€ 61.900 v.a. € 769 p/m,2023 13.288 km Automaat Hybride,v.a. € 769 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive50e,€ 118.900 v.a. € 1221 p/m,2025 10.736 km Automaat Hybride,v.a. € 1221 p/m,Van Poelgeest Naarden - PS Center
BMW iX1,eDrive20 M Sport Edition,€ 61.066 v.a. € 540 p/m,2025 1 km Automaat Elektrisch,v.a. € 540 p/m,Van Poelgeest Amsterdam
BMW X3,30e xDrive,€ 88.298 v.a. € 907 p/m,2025 2.381 km Automaat Hybride,v.a. € 907 p/m,Van Poelgeest Amstelveen
BMW iX2,eDrive20,€ 62.756 v.a. € 555 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 555 p/m,Van Poelgeest Amsterdam
MINI Cooper Cabrio,C Classic M,€ 51.774 v.a. € 457 p/m,2025 1 km Automaat Benzine,v.a. € 457 p/m,Van Poelgeest Amersfoort
BMW 4 Serie Cabrio,420i,€ 87.605 v.a. € 899 p/m,2025 1 km Automaat Benzine,v.a. € 899 p/m,Van Poelgeest Noordwijk
BMW X3,M50 xDrive Professional Pack M Sportpakket Pro,€ 97.900 v.a. € 1005 p/m,2024 13.105 km Automaat Hybride,v.a. € 1005 p/m,Van Poelgeest Woerden
BMW iX1,eDrive20 M Sport Edition Premium Pack,€ 58.131 v.a. € 513 p/m,2025 6.500 km Automaat Elektrisch,v.a. € 513 p/m,Van Poelgeest Gouda
BMW 3 Serie Sedan,318i,€ 49.900 v.a. € 512 p/m,2024 14.550 km Automaat Benzine,v.a. € 512 p/m,Van Poelgeest Amstelveen
BMW iX2,xDrive30,€ 79.304 v.a. € 701 p/m,2025 1 km Automaat Elektrisch,v.a. € 701 p/m,Van Poelgeest Alphen aan den Rijn
BMW i5 Sedan,eDrive40 M Sport Edition 84 kWh,€ 100.422 v.a. € 887 p/m,2025 1 km Automaat Elektrisch,v.a. € 887 p/m,Van Poelgeest Amsterdam
BMW iX,xDrive40 High Executive Sportpakket,€ 44.995 v.a. € 481 p/m,2021 71.106 km Automaat Elektrisch,v.a. € 481 p/m,Van Poelgeest Alphen aan den Rijn
BMW 3 Serie Sedan,320i Executive Edition Model M Sport,,2021 85.000 km Automaat Benzine,,Van Poelgeest Woerden
BMW iX2,eDrive20 M Sport Edition,€ 63.384 v.a. € 560 p/m,2025 1 km Automaat Elektrisch,v.a. € 560 p/m,Van Poelgeest Woerden
BMW iX1,eDrive20 67 kWh,€ 45.900 v.a. € 406 p/m,2024 12.000 km Automaat Elektrisch,v.a. € 406 p/m,Van Poelgeest Noordwijk
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,eDrive20 Innovation Pack M Sportpakket Pro,€ 51.895 v.a. € 459 p/m,2025 10.000 km Automaat Elektrisch,v.a. € 459 p/m,Van Poelgeest Gouda
BMW i4,eDrive40 M Sport Edition,€ 72.412 v.a. € 640 p/m,2025 1 km Automaat Elektrisch,v.a. € 640 p/m,Van Poelgeest Amersfoort
BMW i4,eDrive40 84 kWh,€ 46.900 v.a. € 501 p/m,2024 22.617 km Automaat Elektrisch,v.a. € 501 p/m,Van Poelgeest Naarden - PS Center
BMW 1 Serie,120,€ 54.935 v.a. € 564 p/m,2025 1 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Heemstede
MINI Cooper 3-deurs,Cooper Pepper,€ 16.450 v.a. € 169 p/m,2019 66.107 km Handgeschakeld Benzine,v.a. € 169 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Naarden
BMW 2 Serie Gran Coupé,220 M Sport Design Edition,€ 53.131 v.a. € 545 p/m,2025 1 km Automaat Benzine,v.a. € 545 p/m,Van Poelgeest Amsterdam
MINI Countryman,1.5 C John Cooper Works M,€ 56.814 v.a. € 583 p/m,2025 5.000 km Automaat Benzine,v.a. € 583 p/m,Van Poelgeest Amstelveen
Mini Cooper Cabrio,JCW John Cooper Works XL,€ 58.300 v.a. € 609 p/m,2025 174 km Automaat Benzine,v.a. € 609 p/m,Van Poelgeest Amstelveen
BMW iX1,eDrive20,€ 60.009 v.a. € 530 p/m,2025 4.650 km Automaat Elektrisch,v.a. € 530 p/m,Van Poelgeest Amstelveen
BMW M5 Touring,M Drive Professional,€ 149.900 v.a. € 1539 p/m,2024 13.102 km Automaat Hybride,v.a. € 1539 p/m,Van Poelgeest Woerden
BMW 1 Serie,120 M Sport Design Edition,€ 52.900 v.a. € 543 p/m,2025 6.000 km Automaat Benzine,v.a. € 543 p/m,Van Poelgeest Noordwijk
BMW X2,xDrive25e,€ 32.900 v.a. € 338 p/m,2022 69.273 km Automaat Hybride,v.a. € 338 p/m,Van Poelgeest Amsterdam
BMW i3,120Ah 42 kWh,€ 19.900 v.a. € 176 p/m,2020 98.437 km Automaat Elektrisch,v.a. € 176 p/m,Van Poelgeest Naarden - PS Center
BMW 2 Serie Active Tourer,220i,€ 60.003 v.a. € 616 p/m,2025 1 km Automaat Benzine,v.a. € 616 p/m,Van Poelgeest Woerden
BMW X1,xDrive25e,€ 61.390 v.a. € 631 p/m,2025 4.001 km Automaat Hybride,v.a. € 631 p/m,Van Poelgeest Heemstede
BMW 1 Serie,120,€ 43.900 v.a. € 450 p/m,2024 12.913 km Automaat Benzine,v.a. € 450 p/m,Van Poelgeest Amsterdam
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 63.251 v.a. € 559 p/m,2025 5.470 km Automaat Elektrisch,v.a. € 559 p/m,Van Poelgeest Amersfoort
BMW X3,20 xDrive,€ 79.900 v.a. € 821 p/m,2025 11.021 km Automaat Benzine,v.a. € 821 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Active Tourer,225xe High Executive Model Sport Line,€ 26.995 v.a. € 335 p/m,2021 85.366 km Automaat Hybride,v.a. € 335 p/m,Van Poelgeest Woerden
MINI Countryman Electric,E Classic M,€ 53.107 v.a. € 469 p/m,2025 1 km Automaat Elektrisch,v.a. € 469 p/m,Van Poelgeest Amsterdam
MINI Cooper Cabrio,C,€ 51.774 v.a. € 457 p/m,2025 15 km Automaat Benzine,v.a. € 457 p/m,Van Poelgeest Amsterdam
BMW iX1,xDrive30 M-Sport Premium Pack,€ 49.900 v.a. € 440 p/m,2025 4.681 km Automaat Elektrisch,v.a. € 440 p/m,Van Poelgeest Heemstede
BMW X1,M35i xDrive Innovation Pack M Sportpakket Pro,€ 74.995 v.a. € 770 p/m,2024 4.373 km Automaat Benzine,v.a. € 770 p/m,Van Poelgeest Woerden
BMW 5 Serie Sedan,550e xDrive,€ 77.900 v.a. € 800 p/m,2024 39.518 km Automaat Hybride,v.a. € 800 p/m,Van Poelgeest Hilversum
BMW X1,sDrive18i Business Edition,€ 33.900 v.a. € 348 p/m,2021 60.341 km Automaat Benzine,v.a. € 348 p/m,Van Poelgeest Naarden - PS Center
BMW 5 Serie Sedan,530e M Sport Edition,€ 87.106 v.a. € 832 p/m,2025 1 km Automaat Hybride,v.a. € 832 p/m,Van Poelgeest Amstelveen
MINI Aceman,E Favoured M,€ 41.490 v.a. € 366 p/m,2025 1 km Automaat Elektrisch,v.a. € 366 p/m,Van Poelgeest Amstelveen
BMW 3 Serie Touring,330e,€ 56.900 v.a. € 584 p/m,2024 9.782 km Automaat Hybride,v.a. € 584 p/m,Van Poelgeest Naarden - PS Center
BMW 7 Serie,745e M Sportpakket,€ 59.995 v.a. € 745 p/m,2020 71.371 km Automaat Hybride,v.a. € 745 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX3,High Executive 80 kWh,€ 33.900 v.a. € 299 p/m,2021 126.600 km Automaat Elektrisch,v.a. € 299 p/m,Van Poelgeest Naarden - PS Center
MINI Countryman,SE ALL4,€ 33.900 v.a. € 348 p/m,2021 56.850 km Automaat Hybride,v.a. € 348 p/m,Van Poelgeest Amsterdam
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Amsterdam
BMW X2,M35i xDrive,€ 89.900 v.a. € 923 p/m,2025 9.896 km Automaat Benzine,v.a. € 923 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,520i M Sportpakket,€ 78.995 v.a. € 811 p/m,2024 20.000 km Automaat Benzine,v.a. € 811 p/m,Van Poelgeest Alphen aan den Rijn
BMW X1,xDrive25e,€ 67.463 v.a. € 693 p/m,2025 4.001 km Automaat Hybride,v.a. € 693 p/m,Van Poelgeest Heemstede
BMW 4 Serie Gran Coupé,430i Business Edition Plus,€ 88.006 v.a. € 903 p/m,2025 1 km Automaat Benzine,v.a. € 903 p/m,Van Poelgeest Amstelveen
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Alphen aan den Rijn
BMW 2 Serie Gran Coupé,220,€ 62.552 v.a. € 642 p/m,2025 4.111 km Automaat Benzine,v.a. € 642 p/m,Van Poelgeest Amersfoort
BMW 3 Serie Touring,330e,€ 56.900 v.a. € 584 p/m,2024 5.182 km Automaat Hybride,v.a. € 584 p/m,Van Poelgeest Naarden - PS Center
BMW X3,xDrive30e M Sportpakket,€ 59.895 v.a. € 615 p/m,2023 36.677 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Woerden
BMW 2 Serie Gran Coupé,220 M Sport Design Edition,€ 44.900 v.a. € 461 p/m,2025 4.001 km Automaat Benzine,v.a. € 461 p/m,Van Poelgeest Heemstede
MINI Cooper 3-deurs Electric,SE Favoured M,€ 32.900 v.a. € 338 p/m,2024 4.900 km Automaat Elektrisch,v.a. € 338 p/m,Van Poelgeest Heemstede
BMW iX2,eDrive20,€ 57.900 v.a. € 512 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 512 p/m,Van Poelgeest Amsterdam
BMW iX1,xDrive30 Launch Edition,€ 43.900 v.a. € 388 p/m,2023 46.680 km Automaat Elektrisch,v.a. € 388 p/m,Van Poelgeest Hilversum
BMW i5 Touring,eDrive40 M Sport Edition Innovation Pack,€ 84.895 v.a. € 750 p/m,2025 13.000 km Automaat Elektrisch,v.a. € 750 p/m,Van Poelgeest Woerden
BMW 3 Serie Sedan,320i,€ 69.683 v.a. € 716 p/m,2025 4.999 km Automaat Benzine,v.a. € 716 p/m,Van Poelgeest Amsterdam
BMW X5,xDrive50e Launch Edition,€ 94.900 v.a. € 974 p/m,2023 15.588 km Automaat Hybride,v.a. € 974 p/m,Van Poelgeest Heemstede
BMW i5 Touring,M60 xDrive,€ 121.348 v.a. € 1072 p/m,2025 1 km Automaat Elektrisch,v.a. € 1072 p/m,Van Poelgeest Noordwijk
BMW 4 Serie Cabrio,420i High Executive M Sportpakket,€ 58.895 v.a. € 732 p/m,2023 20.224 km Automaat Benzine,v.a. € 732 p/m,Van Poelgeest Gouda
BMW X3,30e xDrive,€ 83.816 v.a. € 801 p/m,2025 1 km Automaat Hybride,v.a. € 801 p/m,Van Poelgeest Amsterdam
BMW X4,xDrive20i High Executive Edition,€ 49.900 v.a. € 512 p/m,2021 47.911 km Automaat Benzine,v.a. € 512 p/m,Van Poelgeest Heemstede
BMW iX,xDrive40 Business Edition Plus Sportpakket,€ 52.895 v.a. € 565 p/m,2023 29.537 km Automaat Elektrisch,v.a. € 565 p/m,Van Poelgeest Gouda
BMW iX1,eDrive20 M Sport Edition,€ 61.066 v.a. € 540 p/m,2025 1 km Automaat Elektrisch,v.a. € 540 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive40,€ 62.900 v.a. € 555 p/m,2025 7.500 km Automaat Elektrisch,v.a. € 555 p/m,Van Poelgeest Noordwijk
BMW X1,sDrive20i,€ 71.260 v.a. € 731 p/m,2025 4.999 km Automaat Benzine,v.a. € 731 p/m,Van Poelgeest Amsterdam
BMW i5 Sedan,eDrive40 M Sport Edition 84 kWh,€ 97.927 v.a. € 865 p/m,2025 1 km Automaat Elektrisch,v.a. € 865 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Touring,318i,€ 54.900 v.a. € 564 p/m,2024 13.086 km Automaat Benzine,v.a. € 564 p/m,Van Poelgeest Amstelveen
BMW X1,xDrive25e,€ 51.900 v.a. € 533 p/m,2024 25.630 km Automaat Hybride,v.a. € 533 p/m,Van Poelgeest Hilversum
BMW X3,30e xDrive,€ 73.300 v.a. € 753 p/m,2025 4.001 km Automaat Hybride,v.a. € 753 p/m,Van Poelgeest Heemstede
BMW 1 Serie,M135 xDrive M-Sport Innovation Pack,€ 64.900 v.a. € 666 p/m,2024 6.815 km Automaat Benzine,v.a. € 666 p/m,Van Poelgeest Heemstede
BMW 5 Serie Touring,530e M Sport Edition,€ 87.387 v.a. € 835 p/m,2025 1 km Automaat Hybride,v.a. € 835 p/m,Van Poelgeest Gouda
BMW 3 Serie Touring,330e M-Sport,€ 51.900 v.a. € 533 p/m,2024 22.808 km Automaat Hybride,v.a. € 533 p/m,Van Poelgeest Hilversum
BMW 2 Serie Active Tourer,218i,€ 57.565 v.a. € 591 p/m,2025 1 km Automaat Benzine,v.a. € 591 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,123 xDrive,€ 61.770 v.a. € 634 p/m,2025 1 km Automaat Benzine,v.a. € 634 p/m,Van Poelgeest Amersfoort
BMW iX,xDrive45,€ 109.337 v.a. € 966 p/m,2025 1 km Automaat Elektrisch,v.a. € 966 p/m,Van Poelgeest Woerden
MINI Cooper Cabrio,2.0 Cooper S John Cooper Works XL,€ 57.358 v.a. € 589 p/m,2025 9.999 km Automaat Benzine,v.a. € 589 p/m,Van Poelgeest Amersfoort
BMW 5 Serie Touring,520i,€ 94.253 v.a. € 968 p/m,2025 1 km Automaat Benzine,v.a. € 968 p/m,Van Poelgeest Naarden
BMW 3 Serie Touring,330e,€ 62.900 v.a. € 645 p/m,2024 16.790 km Automaat Hybride,v.a. € 645 p/m,Van Poelgeest Amsterdam
BMW 7 Serie,750e xDrive,€ 121.900 v.a. € 1251 p/m,2025 501 km Automaat Hybride,v.a. € 1251 p/m,Van Poelgeest Noordwijk
BMW iX,xDrive45,€ 102.237 v.a. € 903 p/m,2025 1 km Automaat Elektrisch,v.a. € 903 p/m,Van Poelgeest Alphen aan den Rijn
BMW X7,xDrive40i,€ 185.606 v.a. € 1906 p/m,2025 1 km Automaat Benzine,v.a. € 1906 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Sedan,318i,€ 67.296 v.a. € 691 p/m,2025 4.999 km Automaat Benzine,v.a. € 691 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,120,€ 48.900 v.a. € 502 p/m,2025 12.999 km Automaat Benzine,v.a. € 502 p/m,Van Poelgeest Amsterdam
BMW iX2,xDrive30 M-Sport Premium pack,€ 44.900 v.a. € 397 p/m,2024 4.037 km Automaat Elektrisch,v.a. € 397 p/m,Van Poelgeest Heemstede
MINI Aceman,E Essential,€ 36.190 v.a. € 320 p/m,2025 1 km Automaat Elektrisch,v.a. € 320 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Touring,520i,€ 92.752 v.a. € 952 p/m,2025 1 km Automaat Benzine,v.a. € 952 p/m,Van Poelgeest Amersfoort
BMW X1,xDrive25e High Executive Edition,€ 33.500 v.a. € 344 p/m,2021 104.270 km Automaat Hybride,v.a. € 344 p/m,VP Cars Naarden
BMW 3 Serie Sedan,330e,€ 64.900 v.a. € 666 p/m,2025 2.995 km Automaat Hybride,v.a. € 666 p/m,Van Poelgeest Naarden - PS Center
BMW i3,S 120Ah RoadStyle Edition,,2019 96.789 km Automaat Elektrisch,,Van Poelgeest Gouda
BMW 3 Serie Touring,320e High Executive M-Sport,€ 34.900 v.a. € 434 p/m,2021 88.244 km Automaat Hybride,v.a. € 434 p/m,Van Poelgeest Hilversum
BMW X7,M60i xDrive,€ 179.900 v.a. € 1847 p/m,2024 7.586 km Automaat Benzine,v.a. € 1847 p/m,Van Poelgeest Amstelveen
BMW X5,xDrive50e,€ 86.899 v.a. € 893 p/m,2023 14.964 km Automaat Hybride,v.a. € 893 p/m,Van Poelgeest Naarden - PS Center
BMW i4,eDrive35 M Sport Edition,€ 74.442 v.a. € 658 p/m,2025 1 km Automaat Elektrisch,v.a. € 658 p/m,Van Poelgeest Gouda
MINI Countryman Electric,E Blackyard,€ 42.490 v.a. € 375 p/m,2025 1 km Automaat Elektrisch,v.a. € 375 p/m,Van Poelgeest Amstelveen
BMW 7 Serie,M760e xDrive,€ 138.900 v.a. € 1426 p/m,2024 14.665 km Automaat Hybride,v.a. € 1426 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive35 M Sport Edition 70 kWh,€ 68.900 v.a. € 608 p/m,2025 4.000 km Automaat Elektrisch,v.a. € 608 p/m,Van Poelgeest Naarden - PS Center
BMW i5 Touring,eDrive40 M Sport Edition,€ 85.707 v.a. € 757 p/m,2025 1 km Automaat Elektrisch,v.a. € 757 p/m,Van Poelgeest Amstelveen
BMW 2 Serie Active Tourer,225e xDrive,€ 60.444 v.a. € 578 p/m,2025 1 km Automaat Hybride,v.a. € 578 p/m,Van Poelgeest Amstelveen
MINI Cooper 3-deurs Electric,Classic,€ 22.900 v.a. € 235 p/m,2023 15.726 km Automaat Elektrisch,v.a. € 235 p/m,Van Poelgeest Heemstede
BMW 1 Serie,120,€ 55.575 v.a. € 570 p/m,2025 4.999 km Automaat Benzine,v.a. € 570 p/m,Van Poelgeest Amsterdam
BMW 3 Serie Touring,330i xDrive,€ 57.900 v.a. € 594 p/m,2024 5.386 km Automaat Benzine,v.a. € 594 p/m,Van Poelgeest Amstelveen
BMW i4,eDrive35 High Executive M Sportpakket,€ 44.895 v.a. € 397 p/m,2024 15.924 km Automaat Elektrisch,v.a. € 397 p/m,Van Poelgeest Gouda
BMW 3 Serie Touring,330e xDrive,€ 59.900 v.a. € 615 p/m,2024 33.047 km Automaat Hybride,v.a. € 615 p/m,Van Poelgeest Hilversum
BMW 1 Serie,120 M Sport Design Edition,€ 47.400 v.a. € 487 p/m,2025 14.400 km Automaat Benzine,v.a. € 487 p/m,Van Poelgeest Amstelveen
BMW M3 Touring,xDrive Competition,€ 139.900 v.a. € 1436 p/m,2024 13.214 km Automaat Benzine,v.a. € 1436 p/m,Van Poelgeest Amstelveen
BMW X3,30e xDrive,€ 83.816 v.a. € 860 p/m,2025 500 km Automaat Hybride,v.a. € 860 p/m,Van Poelgeest Amstelveen
Mercedes-Benz A-klasse,200 AMG Line,€ 39.900 v.a. € 504 p/m,2023 13.087 km Automaat Benzine,v.a. € 504 p/m,Van Poelgeest Heemstede
BMW 1 Serie,120 Premium Pack M Sportpakket Pro,€ 50.883 v.a. € 522 p/m,2025 6.000 km Automaat Benzine,v.a. € 522 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX,xDrive M70,€ 143.397 v.a. € 1267 p/m,2025 1 km Automaat Elektrisch,v.a. € 1267 p/m,Van Poelgeest Amsterdam
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Hilversum
BMW iX1,eDrive20,€ 64.201 v.a. € 567 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 567 p/m,Van Poelgeest Amsterdam
MINI Cooper 3-deurs Electric,Cooper E Favoured,€ 38.900 v.a. € 399 p/m,2024 15.700 km Automaat Elektrisch,v.a. € 399 p/m,Van Poelgeest Amstelveen
BMW iX2,eDrive20 M Sport Edition,€ 63.176 v.a. € 558 p/m,2025 1 km Automaat Elektrisch,v.a. € 558 p/m,Van Poelgeest Heemstede
BMW 5 Serie Sedan,530e M Sport Edition,€ 85.825 v.a. € 820 p/m,2025 1 km Automaat Hybride,v.a. € 820 p/m,Van Poelgeest Amersfoort
BMW iX1,eDrive20,€ 46.900 v.a. € 414 p/m,2024 19.744 km Automaat Elektrisch,v.a. € 414 p/m,Van Poelgeest Amersfoort
BMW X3,30e xDrive,€ 79.900 v.a. € 821 p/m,2025 10.338 km Automaat Hybride,v.a. € 821 p/m,Van Poelgeest Naarden - PS Center
BMW i4,eDrive35,€ 70.788 v.a. € 626 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 626 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,123 xDrive,€ 62.315 v.a. € 640 p/m,2025 1 km Automaat Benzine,v.a. € 640 p/m,Van Poelgeest Amstelveen
BMW 2 Serie Gran Coupé,220 Innovation Pack M Sportpakket Pro,€ 52.895 v.a. € 543 p/m,2025 14.000 km Automaat Benzine,v.a. € 543 p/m,Van Poelgeest Alphen aan den Rijn
MINI Aceman,E Classic S,€ 39.590 v.a. € 350 p/m,2025 1 km Automaat Elektrisch,v.a. € 350 p/m,Van Poelgeest Amstelveen
BMW X1,xDrive30e M-Sport Pro,€ 61.900 v.a. € 769 p/m,2024 21.249 km Automaat Hybride,v.a. € 769 p/m,Van Poelgeest Hilversum
BMW iX1,eDrive20 67 kWh M Sport Edition,€ 49.984 v.a. € 441 p/m,2025 1 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Heemstede
MINI Cooper Cabrio,C Favoured M,€ 53.574 v.a. € 474 p/m,2025 1 km Automaat Benzine,v.a. € 474 p/m,Van Poelgeest Naarden
BMW 3 Serie Sedan,320e M Sportpakket,€ 44.895 v.a. € 461 p/m,2024 21.250 km Automaat Hybride,v.a. € 461 p/m,Van Poelgeest Woerden
BMW 4 Serie Gran Coupé,420i,€ 80.217 v.a. € 824 p/m,2025 1 km Automaat Benzine,v.a. € 824 p/m,Van Poelgeest Gouda
BMW 3 Serie Touring,330e l M-Sport l Active Cruise Control,€ 42.900 v.a. € 440 p/m,2023 93.928 km Automaat Hybride,v.a. € 440 p/m,Van Poelgeest Amsterdam
BMW 1 Serie,120,€ 44.900 v.a. € 461 p/m,2024 11.992 km Automaat Benzine,v.a. € 461 p/m,Van Poelgeest Amsterdam
BMW iX,xDrive50,€ 60.900 v.a. € 538 p/m,2022 82.658 km Automaat Elektrisch,v.a. € 538 p/m,Van Poelgeest Amersfoort
BMW i4,eDrive35 M Sport Edition M Sportpakket Pro,€ 49.995 v.a. € 441 p/m,2024 11.979 km Automaat Elektrisch,v.a. € 441 p/m,Van Poelgeest Gouda
BMW 1 Serie,118i,€ 35.900 v.a. € 369 p/m,2024 10.720 km Automaat Benzine,v.a. € 369 p/m,Van Poelgeest Noordwijk
MINI Countryman,Cooper SE ALL4 Classic,€ 31.895 v.a. € 327 p/m,2021 62.930 km Automaat Hybride,v.a. € 327 p/m,Van Poelgeest Alphen aan den Rijn
BMW 1 Serie,120 M-Sport Innovation Pack,€ 39.900 v.a. € 410 p/m,2024 32.823 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Heemstede
BMW 1 Serie,120,€ 39.900 v.a. € 410 p/m,2024 32.072 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Heemstede
BMW iX,xDrive45,€ 110.540 v.a. € 976 p/m,2025 1 km Automaat Elektrisch,v.a. € 976 p/m,Van Poelgeest Amersfoort
BMW X3,30e xDrive,€ 88.298 v.a. € 907 p/m,2025 2.634 km Automaat Hybride,v.a. € 907 p/m,Van Poelgeest Amstelveen
BMW i5 Touring,eDrive40,€ 79.900 v.a. € 706 p/m,2025 9.999 km Automaat Elektrisch,v.a. € 706 p/m,Van Poelgeest Amersfoort
BMW 2 Serie Active Tourer,225e xDrive,€ 45.900 v.a. € 471 p/m,2024 9.999 km Automaat Hybride,v.a. € 471 p/m,Van Poelgeest Amsterdam
BMW X3,30e xDrive,€ 83.906 v.a. € 802 p/m,2025 1 km Automaat Hybride,v.a. € 802 p/m,Van Poelgeest Amstelveen
BMW i5 Touring,M60 xDrive 84 kWh,€ 89.500 v.a. € 791 p/m,2024 11.243 km Automaat Elektrisch,v.a. € 791 p/m,Van Poelgeest Amstelveen
BMW M5 Touring,,€ 174.722 v.a. € 1794 p/m,2025 10 km Automaat Hybride,v.a. € 1794 p/m,Van Poelgeest Naarden
BMW i7,eDrive50 106 kWh,€ 94.900 v.a. € 838 p/m,2024 18.079 km Automaat Elektrisch,v.a. € 838 p/m,Van Poelgeest Amstelveen
BMW iX1,eDrive20,€ 57.916 v.a. € 512 p/m,2025 4.999 km Automaat Elektrisch,v.a. € 512 p/m,Van Poelgeest Amsterdam
BMW i4,eDrive40 M Sport Edition 84 kWh,€ 77.868 v.a. € 688 p/m,2025 5.245 km Automaat Elektrisch,v.a. € 688 p/m,Van Poelgeest Amersfoort
BMW i7,eDrive50,€ 99.900 v.a. € 883 p/m,2025 5.900 km Automaat Elektrisch,v.a. € 883 p/m,Van Poelgeest Amstelveen
BMW 5 Serie Sedan,530e Business Edition Plus,€ 42.900 v.a. € 440 p/m,2023 49.378 km Automaat Hybride,v.a. € 440 p/m,Van Poelgeest Amstelveen
BMW 1 Serie,120,€ 54.011 v.a. € 555 p/m,2025 4.999 km Automaat Benzine,v.a. € 555 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,220,€ 56.822 v.a. € 583 p/m,2025 4.001 km Automaat Benzine,v.a. € 583 p/m,Van Poelgeest Heemstede
BMW iX,xDrive45,€ 110.232 v.a. € 974 p/m,2025 1 km Automaat Elektrisch,v.a. € 974 p/m,Van Poelgeest Amsterdam
BMW 2 Serie Gran Coupé,M235 xDrive,€ 91.111 v.a. € 936 p/m,2025 1 km Automaat Benzine,v.a. € 936 p/m,Van Poelgeest Amstelveen
BMW 2 Serie Active Tourer,218i,€ 55.861 v.a. € 574 p/m,2025 1 km Automaat Benzine,v.a. € 574 p/m,Van Poelgeest Heemstede
BMW X1,xDrive25e Innovation Pack xLine,€ 65.541 v.a. € 673 p/m,2025 8.000 km Automaat Hybride,v.a. € 673 p/m,Van Poelgeest Alphen aan den Rijn
BMW iX1,eDrive20 M-Sport,€ 47.900 v.a. € 423 p/m,2025 5.147 km Automaat Elektrisch,v.a. € 423 p/m,Van Poelgeest Hilversum
BMW 2 Serie Gran Coupé,220,€ 57.365 v.a. € 589 p/m,2025 1 km Automaat Benzine,v.a. € 589 p/m,Van Poelgeest Amsterdam
BMW 5 Serie Sedan,550e xDrive,€ 84.900 v.a. € 872 p/m,2024 36.463 km Automaat Hybride,v.a. € 872 p/m,Van Poelgeest Hilversum
BMW 2 Serie Gran Coupé,218i M-Sport,€ 39.900 v.a. € 410 p/m,2024 26.588 km Automaat Benzine,v.a. € 410 p/m,Van Poelgeest Heemstede
